beta,phi_ext_over_phi0,kind,level_a,level_b,label_a,label_b,gap_GHz
0.6000000000000001,0.1712570816029102,crossing,9,11,"|1,2>","|5,0>",0.0
0.6000000000000001,0.1740152247149695,crossing,4,8,"|2,1>","|0,2>",0.0
0.6000000000000001,0.19440772285080027,crossing,5,7,"|1,1>","|3,0>",0.0
0.6000000000000001,0.2534346321247187,crossing,2,3,"|2,0>","|0,1>",0.0
0.6000000000000001,0.2539178700488751,crossing,8,10,"|0,2>","|4,0>",0.0
0.6000000000000001,0.3048142354661482,crossing,6,8,"|3,1>","|0,2>",0.0
0.6000000000000001,0.3085675526077754,crossing,8,11,"|0,2>","|5,0>",0.0
0.6000000000000001,0.31103372433759124,crossing,4,5,"|2,1>","|1,1>",0.0
0.6000000000000001,0.37,avoided,6,11,"|3,1>","|5,0>",0.040363076260646835
0.6000000000000001,0.3774268581620947,crossing,3,7,"|0,1>","|3,0>",0.0
0.6000000000000001,0.37747809441512953,crossing,8,9,"|0,2>","|1,2>",0.0
0.6000000000000001,0.3919617227191361,crossing,3,4,"|0,1>","|2,1>",0.0
0.6000000000000001,0.40582340207674994,crossing,8,9,"|0,2>","|1,2>",0.0
0.6000000000000001,0.41000000000000003,avoided,6,11,"|3,1>","|5,0>",0.04733231477948152
0.6000000000000001,0.4144805977961774,crossing,6,10,"|3,1>","|4,0>",0.0
0.6000000000000001,0.446723791171059,crossing,4,7,"|2,1>","|3,0>",0.0
0.6000000000000001,0.4467390397179768,crossing,8,9,"|0,2>","|1,2>",0.0
0.6000000000000001,0.4864808409395288,crossing,8,9,unlabeled,unlabeled,0.0
0.6000000000000001,0.4878740555284002,crossing,4,7,unlabeled,unlabeled,0.0
0.6000000000000001,0.48977083074368877,crossing,10,11,unlabeled,unlabeled,0.0
0.6000000000000001,0.496428831485582,crossing,5,6,unlabeled,unlabeled,0.0
0.6000000000000001,0.4967202228513665,crossing,10,11,unlabeled,unlabeled,0.0
0.6000000000000001,0.4969130458125167,crossing,1,2,unlabeled,unlabeled,0.0
0.6000000000000001,0.4970944831309193,crossing,4,7,unlabeled,unlabeled,0.0
0.6000000000000001,0.4976805922208445,crossing,8,9,unlabeled,unlabeled,0.0
0.7000000000000001,-0.49780874485575255,crossing,8,9,unlabeled,unlabeled,0.0
0.7000000000000001,-0.49730264039799077,crossing,10,11,unlabeled,unlabeled,0.0
0.7000000000000001,-0.4970514292493254,crossing,4,7,unlabeled,unlabeled,0.0
0.7000000000000001,-0.49635850171397955,crossing,1,2,unlabeled,unlabeled,0.0
0.7000000000000001,-0.4956910228658889,crossing,5,6,unlabeled,unlabeled,0.0
0.7000000000000001,-0.489516064551864,crossing,10,11,unlabeled,unlabeled,0.0
0.7000000000000001,-0.4864635532971096,crossing,4,7,unlabeled,unlabeled,0.0
0.7000000000000001,-0.4823098472561371,crossing,8,9,unlabeled,unlabeled,0.0
0.7000000000000001,-0.44676274688964085,crossing,8,9,"|0,2>","|1,2>",0.0
0.7000000000000001,-0.4467405906955207,crossing,4,7,"|2,1>","|3,0>",0.0
0.7000000000000001,-0.4145807615964365,crossing,6,10,"|3,1>","|4,0>",0.0
0.7000000000000001,-0.41000000000000003,avoided,6,11,"|3,1>","|5,0>",0.05234008612899288
0.7000000000000001,-0.40582316232454635,crossing,8,9,"|0,2>","|1,2>",0.0
0.7000000000000001,-0.392264676465883,crossing,3,4,"|0,1>","|2,1>",0.0
0.7000000000000001,-0.3778520052416804,crossing,3,7,"|0,1>","|3,0>",0.0
0.7000000000000001,-0.3777896521521552,crossing,8,9,"|0,2>","|1,2>",0.0
0.7000000000000001,-0.36,avoided,6,11,"|3,1>","|5,0>",0.046346630297264824
0.7000000000000001,-0.31132719956783084,crossing,4,5,"|2,1>","|1,1>",0.0
