frequency_GHz,capacitance_pF,L_tot_nH,Z_ohm,beta,phi_ext_over_phi0,alpha_GHz,chi_GHz,abs_chi_GHz,state_0_0_GHz,state_1_0_GHz,state_2_0_GHz,state_0_1_GHz,state_1_1_GHz,state_0_2_GHz,tracked_level_0_GHz,tracked_level_1_GHz,tracked_level_2_GHz,tracked_level_3_GHz,tracked_level_4_GHz,tracked_level_5_GHz,tracked_level_6_GHz,tracked_level_7_GHz,tracked_level_8_GHz,tracked_level_9_GHz,tracked_level_10_GHz,tracked_level_11_GHz,tracked_level_0_label,tracked_level_1_label,tracked_level_2_label,tracked_level_3_label,tracked_level_4_label,tracked_level_5_label,tracked_level_6_label,tracked_level_7_label,tracked_level_8_label,tracked_level_9_label,tracked_level_10_label,tracked_level_11_label
6.922,4.0,0.132045,5.74554174991358,0.5,-0.4,-0.4715471881228126,-0.0008104819965382148,0.0008104819965382148,0.0,2.2886520586435353,4.105756929164258,6.922432512451053,9.21027408909805,18.175709324316173,0.0,2.2886520586435353,6.921838233402241,4.105756929164258,9.21027408909805,6.594587036507988,11.031697911353277,6.269142455695999,13.515464499325248,13.190818803390513,11.053486929760794,11.008605396632476,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|3,0>",unlabeled,"|3,1>","|5,0>","|4,0>"
6.922,4.0,0.132045,5.74554174991358,0.5,-0.39,-0.4350539927691415,-0.0007667269116211628,0.0007667269116211628,0.0,2.4074534987786933,4.379853004788245,6.922432512451053,9.329119284318125,18.175709324316173,0.0,2.4074534987786933,6.920232379036989,4.379853004788245,9.329119284318125,6.990752594556923,11.32811757665553,6.558381356563487,13.84067110484628,13.480015082700064,11.346330161153361,11.288712996334056,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|3,0>",unlabeled,"|3,1>","|5,0>","|4,0>"
6.922,4.0,0.132045,5.74554174991358,0.5,-0.38,-0.40580558412423784,-0.0007192033191074643,0.0007192033191074643,0.0,2.5204753414506627,4.6351450987770875,6.922432512451053,9.442188650582608,18.175709324316173,0.0,2.5204753414506627,6.921462929530875,4.6351450987770875,9.442188650582608,7.391495459066803,11.62659533249932,6.843540562587478,13.843109576975706,13.76513292509371,11.643161931212973,11.549242958763642,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|3,0>",unlabeled,"|3,1>","|5,0>","|4,0>"
6.922,4.0,0.132045,5.74554174991358,0.5,-0.37,-0.3826289474135365,-0.0006684029398655866,0.0006684029398655866,0.0,2.6281124480042877,4.873595948595039,6.922432512451053,9.549876557515475,18.175709324316173,0.0,2.6281124480042877,6.921618129657986,4.873595948595039,9.549876557515475,7.797030621583218,11.92621711797058,7.123506229827669,13.843420747662492,14.045058391782604,11.945154996134775,11.790420651888354,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|3,0>",unlabeled,"|3,1>","|5,0>","|4,0>"
6.922,4.0,0.132045,5.74554174991358,0.5,-0.36,-0.3643536838861223,-0.0006146356480769555,0.0006146356480769555,0.0,2.7307284051305487,5.097103126374975,6.922432512451053,9.652546281933525,18.175709324316173,0.0,2.7307284051305487,6.921716540978764,5.097103126374975,9.652546281933525,8.202950906084936,12.226119305456706,7.397398436665995,13.843618096460176,14.318911315939033,12.250607983626594,12.015366491601014,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|3,0>",unlabeled,"|3,1>","|5,0>","|4,0>"
6.922,4.0,0.132045,5.74554174991358,0.5,-0.35,-0.3499430201177489,-0.0005580336985957501,0.0005580336985957501,0.0,2.8286501254009835,5.307357230684218,6.922432512451053,9.75052460415344,18.175709324316173,0.0,2.8286501254009835,6.921801420578504,5.307357230684218,9.75052460415344,8.606225892760307,12.52547495380459,7.664532452380584,13.843788394511591,14.586006581173208,12.558407519715715,12.226462846675531,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|3,0>",unlabeled,"|3,1>","|5,0>","|4,0>"
6.922,4.0,0.132045,5.74554174991358,0.5,-0.33999999999999997,-0.3385389136430348,-0.000498550963385469,0.000498550963385469,0.0,2.922167660003794,5.505796406364553,6.922432512451053,9.844101621491461,18.175709324316173,0.0,2.922167660003794,6.921883399905582,5.505796406364553,9.844101621491461,9.004277461392292,12.823487154904655,7.92438609246345,13.843952965005798,14.845821472211753,12.8678713551148,12.425439751820903,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|3,0>",unlabeled,"|3,1>","|5,0>","|4,0>"
6.922,4.0,0.132045,5.74554174991358,0.5,-0.32999999999999996,-0.3294597513100257,-0.00043595058076562054,0.00043595058076562054,0.0,3.011536490354544,5.6936132293990624,6.922432512451053,9.933533052224831,18.175709324316173,0.0,3.011536490354544,6.921967400234294,5.6936132293990624,9.933533052224831,9.394932599882068,13.11938678440228,8.176571744807106,13.844121718971934,15.09796768132206,13.178485700849677,12.613620490358784,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|3,0>",unlabeled,"|3,1>","|5,0>","|4,0>"
6.922,4.0,0.132045,5.74554174991358,0.5,-0.32,-0.322177599978545,-0.000369774691762359,0.000369774691762359,0.0,3.0969808386403344,5.871784077302124,6.922432512451053,10.019043576399625,18.175709324316173,0.0,3.0969808386403344,6.922057369144596,5.871784077302124,10.019043576399625,9.776384748216188,13.489788337982347,8.420812236418442,13.844302863930807,15.342167137215213,13.412432896977435,12.792044963925349,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|3,0>",unlabeled,"|3,1>","|5,0>","|4,0>"
6.922,4.0,0.132045,5.74554174991358,0.5,-0.31,-0.3162903396573853,-0.00029928744980622923,0.00029928744980622923,0.0,3.1786972352815326,6.04110413090568,6.922432512451053,10.10083046028278,18.175709324316173,0.0,3.1786972352815326,6.922158176171877,6.04110413090568,10.10083046028278,10.147157310338144,13.801302468242724,8.656920006755541,13.844516253509397,15.578231115520666,13.70191456548416,12.961540204103954,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|3,0>",unlabeled,"|3,1>","|5,0>","|4,0>"
6.922,4.0,0.132045,5.74554174991358,0.5,-0.3,-0.31149628105491445,-0.00022337664343297092,0.00022337664343297092,0.0,3.256857964037806,6.202219647020698,6.922432512451053,10.179067099845426,18.175709324316173,0.0,3.256857964037806,6.922277604229336,6.202219647020698,10.179067099845426,10.506071487499796,14.112561413339307,8.884779199772524,13.844740246511108,15.806042229188705,13.987153333040467,13.122766224919332,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|3,0>",unlabeled,"|3,1>","|5,0>","|4,0>"
6.922,4.0,0.132045,5.74554174991358,0.5,-0.29000000000000004,-0.3075752965698655,-0.0001403869932374846,0.0001403869932374846,0.0,3.331614213501723,6.355653130433581,6.922432512451053,10.253906338959538,18.175709324316173,0.0,3.331614213501723,6.922430387169598,6.355653130433581,10.253906338959538,10.85221807542915,14.422961973753104,9.104330347647576,13.845046607439087,16.025538945794835,14.267505712170276,13.276244361858986,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|3,0>",unlabeled,"|3,1>","|5,0>","|4,0>"
6.922,4.0,0.132045,5.74554174991358,0.5,-0.28,-0.3043818832428258,-4.783355404924805e-05,4.783355404924805e-05,0.0,3.40309887471021,6.501815866177594,6.922432512451053,10.325483553607214,18.175709324316173,0.0,3.40309887471021,6.922649449305723,6.501815866177594,10.325483553607214,11.184931431733645,14.731893208150723,9.315557326122246,13.845483242198739,16.236702261648873,14.542365363898128,13.42236254884969,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|3,0>",unlabeled,"|3,1>","|5,0>","|4,0>"
6.922,4.0,0.132045,5.74554174991358,0.5,-0.27,-0.301872890358311,5.8109402644390684e-05,5.8109402644390684e-05,0.0,3.4714289814502166,6.640985072542122,6.922432512451053,10.393919603303914,18.175709324316173,0.0,3.4714289814502166,6.923027620641477,6.640985072542122,10.393919603303914,11.503763698934804,14.811164740540733,9.518476220486846,13.846232011314626,16.439544071188635,15.038656873687003,13.561315370851347,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|3,0>",unlabeled,"|3,1>","|5,0>","|4,0>"
6.922,4.0,0.132045,5.74554174991358,0.5,-0.26,-0.3003454331244626,0.00018357091376230983,0.00018357091376230983,0.0,3.5367078172175894,6.773070201310716,6.922432512451053,10.459323900582405,18.175709324316173,0.0,3.5367078172175894,6.9239661258470875,6.773070201310716,10.459323900582405,11.80845801813362,15.07337608896195,9.713125625051745,13.84805533754286,16.634096538611956,15.34249031412719,13.692655217355565,"|0,0>","|1,0>","|0,1>","|2,0>","|1,1>","|2,1>","|0,2>","|3,0>",unlabeled,"|3,1>","|5,0>","|4,0>"
